City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,saldanha,-33.0117,17.9442,15.03,92,0,3.48,ZA,1729116952
291,wanganui,-39.9333,175.05,14.74,43,17,0.79,NZ,1729116670
292,gurupi,-11.7292,-49.0686,24.67,80,96,2.55,BR,1729116955
293,zaltan,32.947,11.8665,25.84,62,22,5.57,LY,1729116787
294,kapa'a,22.0752,-159.319,29.18,73,40,6.69,US,1729116957
295,seguela,7.9611,-6.6731,22.43,95,100,1.86,CI,1729116959
296,emmett,43.8735,-116.4993,13.33,89,100,0.45,US,1729116960
297,obock,12.25,43.0833,26.98,52,100,1.86,DJ,1729116961
298,lucon,46.4577,-1.1651,16.13,98,51,3.26,FR,1729116962
299,belmonte,-15.8631,-38.8828,24.76,85,57,4.84,BR,1729116964
300,amos,48.5669,-78.1162,4.5,67,86,2.56,CA,1729116904
301,altai,46.3722,96.2583,0.32,67,86,1.05,MN,1729116966
302,mazagao,-0.115,-51.2894,29.94,55,47,3.97,BR,1729116967
303,sovetskiy,61.3614,63.5842,1.09,66,100,2.3,RU,1729116969
304,tsiombe,-25.3,45.4833,15.97,63,30,2.91,MG,1729116970
305,bardai,11.65,7.2333,25.63,45,89,2.77,NG,1729116971
306,plesetsk,62.708,40.2916,-0.11,96,87,2.25,RU,1729116972
307,lucea,18.451,-78.1736,27.92,87,100,3.69,JM,1729116974
308,fale old settlement,-9.3852,-171.2468,28.47,73,61,6.95,TK,1729116975
309,labuan bajo,-8.4964,119.8877,25.93,83,77,1.57,ID,1729116976
310,krasnozerskoye,53.9828,79.2374,0.85,79,0,0.4,RU,1729116977
311,shuangcheng,45.35,126.2833,4.99,61,16,0.55,CN,1729116979
312,talitsy,56.5289,42.3344,6.01,89,97,2.99,RU,1729116980
313,nyurba,63.2842,118.3319,-15.85,95,100,2.6,RU,1729116981
314,gannan,47.9147,123.5031,0.31,61,0,2.08,CN,1729116982
315,annau,37.8876,58.516,10.72,54,73,3.09,TM,1729116984
316,nadym,65.5333,72.5167,0.63,71,100,6.73,RU,1729116985
317,ciudad bolivar,8.1222,-63.5497,30.86,56,100,0.36,VE,1729116850
318,plettenberg bay,-34.0527,23.3716,19.33,54,93,1.24,ZA,1729116987
319,mhamid,29.82,-5.72,24.62,36,60,3.41,MA,1729116989
320,dakingari,11.6451,4.0605,28.12,59,29,1.83,NG,1729116991
321,luwuk,-0.9516,122.7875,22.76,80,94,1.72,ID,1729116992
322,snezhinsk,56.085,60.7314,0.08,76,100,1.01,RU,1729116994
323,kolonia,50.9333,6.95,15.63,79,0,5.66,DE,1729116995
324,manokwari,-0.8667,134.0833,27.03,76,99,3.26,ID,1729116996
325,manta,-0.95,-80.7333,25.88,73,75,4.63,EC,1729116999
326,constantia,44.1833,28.65,8.38,67,7,5.95,RO,1729117000
327,kuanda,56.3161,116.0806,-5.46,87,100,1.0,RU,1729117001
328,woolgoolga,-30.1106,153.2007,17.93,88,100,1.42,AU,1729117002
329,sullivan,36.5168,-82.5332,11.43,55,75,3.09,US,1729117004
330,kapuskasing,49.4169,-82.4331,10.05,43,75,5.14,CA,1729117005
331,camargo,27.6667,-105.1667,28.64,16,8,9.51,MX,1729116762
332,arvin,35.2091,-118.8284,28.43,43,48,2.24,US,1729117007
333,la passe,45.5549,-0.8967,17.13,95,55,3.79,FR,1729117009
334,cherdyn',60.403,56.4787,2.02,96,99,1.84,RU,1729117010
335,tabou,4.423,-7.3528,24.8,90,70,3.51,CI,1729117011
336,rongelap,11.1635,166.8941,28.73,78,99,8.41,MH,1729117012
337,machico,32.7,-16.7667,22.62,74,20,4.63,PT,1729117014
338,deqen,29.9618,90.7188,2.51,51,0,1.66,CN,1729116855
339,touros,-5.1989,-35.4608,25.27,76,76,6.35,BR,1729117016
340,nuku'alofa,-21.1333,-175.2,23.19,94,100,5.14,TO,1729117017
341,fortuna,40.5982,-124.1573,20.52,67,0,7.2,US,1729117019
342,cidreira,-30.1811,-50.2056,17.99,83,0,4.69,BR,1729117020
343,salinopolis,-0.6136,-47.3561,26.69,75,58,5.71,BR,1729116800
344,mount pearl,47.5166,-52.7813,10.08,79,20,9.26,CA,1729116924
345,selfoss,63.9331,-20.9971,3.91,90,59,0.97,IS,1729117024
346,papao,-17.75,-149.55,28.82,67,5,0.81,PF,1729117025
347,haiku-pauwela,20.9219,-156.3051,29.03,61,20,12.96,US,1729117026
348,ad dawadimi,24.5077,44.3924,25.64,22,0,5.9,SA,1729116825
349,aginskoye,51.1,114.53,-4.97,73,99,1.39,RU,1729117029
350,la ronge,55.1001,-105.2842,9.14,87,100,5.14,CA,1729117030
351,manismata,-2.4667,111.0333,23.19,99,100,0.82,ID,1729117031
352,gelemso,8.8167,40.5167,17.73,49,80,0.8,ET,1729117032
353,paciran,-6.8767,112.3761,25.26,71,100,5.63,ID,1729117033
354,queenstown,-31.8976,26.8753,15.34,55,51,0.53,ZA,1729117035
355,nizao,18.25,-70.2,28.0,65,4,2.54,DO,1729117036
356,gazojak,41.1875,61.4036,5.85,48,6,4.97,TM,1729117037
357,slobozia bradului,45.5,27.05,8.66,65,26,3.18,RO,1729117038
358,cannonvale,-20.2833,148.7,24.66,70,28,3.46,AU,1729117040
359,shinyanga,-3.6667,33.4333,25.49,52,100,3.06,TZ,1729117041
360,lubbock,33.6001,-101.8338,19.14,32,20,5.14,US,1729116926
361,hobyo,5.3505,48.5268,25.46,88,61,9.7,SO,1729117043
362,aripuana,-9.1667,-60.6333,25.9,72,49,2.71,BR,1729117045
363,new norfolk,-42.7826,147.0587,13.29,89,100,0.6,AU,1729117046
364,chernyshevskiy,63.0128,112.4714,-13.72,74,96,2.91,RU,1729117047
365,el granada,37.5027,-122.4694,22.84,71,100,6.17,US,1729117048
366,jayapura,-2.5333,140.7,26.66,83,97,1.53,ID,1729117049
367,sogne,58.0833,7.8167,11.5,86,100,7.4,NO,1729117051
368,isangel,-19.55,169.2667,26.06,73,75,1.03,VU,1729117052
369,mek'ele,13.4967,39.4753,17.37,63,73,0.99,ET,1729116978
370,camalu,30.85,-116.0667,19.83,67,76,4.82,MX,1729117054
371,little falls,40.869,-74.2082,13.33,52,0,6.17,US,1729117056
372,wajir,1.7471,40.0573,26.91,54,74,7.92,KE,1729117017
373,yerofey pavlovich,53.9667,121.9667,-8.78,86,89,0.63,RU,1729117058
374,qusmuryn,52.4503,64.6311,1.3,53,0,2.09,KZ,1729117059
375,berezovyy,51.6667,135.7,-0.47,64,13,2.83,RU,1729117060
376,pemangkat,1.1667,108.9667,26.21,83,100,2.72,ID,1729117062
377,ebaye,8.7748,167.7392,27.01,83,100,0.0,MH,1729117063
378,alanya,36.5438,31.9998,23.41,74,1,1.59,TR,1729117064
379,laascaanood,8.4774,47.3597,28.4,38,87,2.67,SO,1729117065
380,kourou,5.1552,-52.6478,27.12,76,64,3.21,GF,1729117067
381,colares,38.7992,-9.4469,15.74,92,55,9.33,PT,1729117068
382,key west,24.5557,-81.7826,29.0,76,0,4.63,US,1729117069
383,gorontalo,0.5412,123.0595,23.07,96,96,1.03,ID,1729117070
384,tolanaro,-25.0319,46.9987,19.04,68,75,6.17,MG,1729117072
385,viedma,-40.8135,-62.9967,18.56,55,69,9.65,AR,1729116907
386,chui,-33.6971,-53.4616,14.15,92,2,3.96,UY,1729117074
387,vernon,50.2581,-119.2691,14.74,44,100,2.68,CA,1729117075
388,monor,47.3513,19.4473,9.36,75,0,2.57,HU,1729117077
389,jindabyne,-36.4167,148.6333,15.87,55,81,0.45,AU,1729117079
390,tsetserleg,47.475,101.4542,0.59,68,96,1.97,MN,1729117080
391,robertsport,6.7533,-11.3686,26.33,83,22,3.66,LR,1729117082
392,kayangel,8.0823,134.7173,29.07,71,98,2.42,PW,1729117083
393,brookings,44.3114,-96.7984,16.0,28,0,11.83,US,1729117051
394,puerto baquerizo moreno,-0.9,-89.6,22.55,83,75,5.14,EC,1729117085
395,sitangkai,4.6628,119.3928,28.2,77,81,3.91,PH,1729117087
396,nelidovo,56.2211,32.7774,1.66,91,50,1.66,RU,1729117088
397,turkestan,43.3333,68.25,3.95,71,0,2.19,KZ,1729117089
398,tromso,69.6496,18.957,9.01,81,75,6.69,NO,1729117090
399,eydhafushi,5.1033,73.0708,27.9,78,34,7.62,MV,1729117092
400,rikaze,29.25,88.8833,4.95,49,0,1.59,CN,1729117093
401,tahla,34.0485,-4.428,18.64,84,38,1.82,MA,1729117094
402,port saint john's,-31.6229,29.5448,17.24,78,1,7.95,ZA,1729117095
403,cabo san lucas,22.8909,-109.9124,33.17,43,0,5.14,MX,1729117096
404,agat village,13.3886,144.6585,28.52,89,75,2.57,GU,1729117098
405,arraial do cabo,-22.9661,-42.0278,22.98,88,40,5.66,BR,1729117099
406,arkalyk,50.2486,66.9114,0.56,67,0,3.33,KZ,1729117100
407,ta`u,-14.2336,-169.5144,26.6,66,77,6.93,AS,1729117102
408,galesong,-5.3166,119.3661,26.52,70,100,1.25,ID,1729117103
409,san juan,-31.5375,-68.5364,30.92,33,0,4.59,AR,1729116949
410,seven pagodas,12.6264,80.1722,25.37,86,75,3.69,IN,1729117105
411,north platte,41.1239,-100.7654,20.14,20,0,8.75,US,1729117107
412,kalabo,-14.97,22.6814,24.03,59,52,2.83,ZM,1729117108
413,kokomo,40.4864,-86.1336,13.01,50,0,4.63,US,1729117109
414,mesudiye,40.4625,37.7725,9.48,92,100,3.1,TR,1729117110
415,stjordalshalsen,63.4681,10.9262,10.0,53,0,2.57,NO,1729117112
416,prince rupert,54.3161,-130.3201,10.05,77,75,5.14,CA,1729117113
417,mahina,-17.5065,-149.489,28.87,58,20,2.06,PF,1729117114
418,barra do corda,-5.5,-45.25,28.03,59,72,0.76,BR,1729117115
419,singleton,-32.5667,151.1833,16.07,91,18,1.03,AU,1729117117
420,misratah,32.3754,15.0925,23.79,71,0,4.35,LY,1729117118
421,san sebastian de la gomera,28.0916,-17.1133,24.2,88,20,1.54,ES,1729117119
422,praia da vitoria,38.7333,-27.0667,19.14,77,40,4.31,PT,1729117120
423,antsiranana,-12.2787,49.2917,23.31,84,42,0.9,MG,1729117122
424,connell,46.6635,-118.8611,15.0,64,100,1.79,US,1729117123
425,selkirk,50.1436,-96.8845,14.54,44,52,2.68,CA,1729117124
426,alpinopolis,-20.8636,-46.3881,24.63,53,83,0.86,BR,1729117125
427,kununurra,-15.7667,128.7333,26.99,83,71,2.57,AU,1729117127
428,abu dhabi,24.4667,54.3667,29.06,65,0,2.57,AE,1729117096
429,luwero,0.8492,32.4731,18.05,98,96,0.57,UG,1729117129
430,cukai,4.25,103.4167,24.42,93,100,1.18,MY,1729117130
431,zhoucun,36.8167,117.8167,16.49,80,100,1.24,CN,1729117132
432,micheweni,-4.9667,39.8333,25.65,76,11,5.65,TZ,1729117133
433,pontes e lacerda,-15.2261,-59.3353,24.29,73,100,1.43,BR,1729117134
434,lorengau,-2.0226,147.2712,28.02,81,94,2.02,PG,1729117135
435,murzuq,25.9155,13.9184,24.32,34,0,3.82,LY,1729117137
436,capinota,-17.7167,-66.2333,17.61,51,81,0.8,BO,1729117138
437,vila velha,-20.3297,-40.2925,24.41,90,20,4.12,BR,1729117139
438,ulsteinvik,62.3432,5.8487,15.5,67,100,4.94,NO,1729117140
439,loiza,18.4313,-65.8802,30.98,76,20,5.14,PR,1729117141
440,pervari,37.9357,42.5493,17.07,64,19,2.59,TR,1729117143
441,paita,-5.0892,-81.1144,18.71,81,48,7.69,PE,1729117144
442,barra de santo antonio,-9.4047,-35.5072,25.17,77,96,5.52,BR,1729117145
443,awjilah,29.1081,21.2869,22.33,58,0,4.66,LY,1729117146
444,nizhnesortymskiy,62.4397,71.7603,1.14,73,100,6.07,RU,1729117148
445,nuriootpa,-34.4833,139.0,21.49,59,89,3.38,AU,1729117149
446,male,4.1748,73.5089,28.97,79,40,6.69,MV,1729117150
447,fort bragg,35.139,-79.006,13.91,51,75,4.12,US,1729117004
448,baharly,38.4362,57.4316,13.57,33,72,4.13,TM,1729117092
449,general villegas,-35.0328,-63.0125,23.49,66,94,5.48,AR,1729117157
450,alotau,-10.3069,150.4462,26.95,88,48,1.58,PG,1729117158
451,port moresby,-9.4431,147.1797,27.68,78,20,1.54,PG,1729117159
452,peace river,56.2501,-117.286,11.17,66,75,4.12,CA,1729117160
453,timbuktu,16.7735,-3.0074,35.35,18,77,3.54,ML,1729117162
454,laguna,38.421,-121.4238,24.02,55,0,3.09,US,1729117163
455,tazacorte,28.629,-17.9293,21.54,68,0,3.13,ES,1729117164
456,kolonia town,6.964,158.206,26.06,94,100,2.57,FM,1729117165
457,muang phonsavan,19.45,103.2167,17.3,99,59,0.81,LA,1729117167
458,wagar,16.1525,36.2032,31.77,22,94,3.45,SD,1729117168
459,mersing,2.4312,103.8405,24.95,94,20,1.54,MY,1729117169
460,ha tinh,18.3333,105.9,23.49,95,100,1.51,VN,1729117170
461,plymouth,41.8334,-70.8328,11.48,71,0,0.0,US,1729116916
462,strezhevoy,60.7333,77.5889,-0.77,92,88,3.88,RU,1729117173
463,kovel,51.2153,24.7087,4.02,78,1,2.79,UA,1729117174
464,gaspe,48.8334,-64.4819,5.12,75,100,4.63,CA,1729117175
465,puerto san jose,13.9256,-90.8244,32.03,55,40,4.12,GT,1729117176
466,richards bay,-28.783,32.0377,15.47,76,0,4.08,ZA,1729117178
467,tarquinia,42.2482,11.7553,19.34,92,91,2.37,IT,1729117180
468,rockingham,42.9668,-71.0995,10.19,67,23,0.89,US,1729117001
469,santiago de cao,-7.9589,-79.2392,18.07,82,75,4.63,PE,1729117183
470,semera,11.501,41.201,31.27,32,100,1.34,ET,1729117184
471,karaidel',55.8337,56.9069,2.74,48,100,1.81,RU,1729117185
472,sirte,31.2089,16.5887,23.5,69,1,3.4,LY,1729117186
473,carloforte,39.145,8.3058,21.42,81,26,3.19,IT,1729117188
474,cooma,-36.2333,149.1333,14.62,63,48,1.24,AU,1729117189
475,barranca,-10.75,-77.7667,18.43,78,33,4.3,PE,1729117190
476,timimoun,29.2639,0.231,26.21,25,0,2.57,DZ,1729117192
477,thunder bay,48.4001,-89.3168,12.99,38,40,5.66,CA,1729117193
478,cova figueira,14.8905,-24.2934,20.44,83,0,4.79,CV,1729117194
479,namtsy,62.7161,129.6658,-8.39,93,93,2.36,RU,1729117195
480,gereida,11.2811,25.1414,27.59,63,76,0.81,SD,1729117197
481,ngaoundere,7.3167,13.5833,18.71,95,100,0.9,CM,1729117198
482,puerto lempira,15.2667,-83.7667,27.08,78,75,0.0,HN,1729117199
483,nadi,-17.8,177.4167,29.0,58,75,4.63,FJ,1729117200
484,taikang,46.8333,124.4167,1.95,61,0,2.92,CN,1729117201
485,uige,-7.6087,15.0613,20.03,97,99,0.86,AO,1729117203
486,soe,-9.8607,124.284,19.37,77,73,0.92,ID,1729117204
487,laojunmiao,39.8333,97.7333,9.67,21,11,1.29,CN,1729117205
488,jamiltepec,16.2833,-97.8167,28.07,69,18,2.84,MX,1729117206
489,carbonear,47.7332,-53.2148,10.0,80,9,8.78,CA,1729117208
490,marsabit,2.3284,37.9899,22.21,46,100,4.66,KE,1729116967
491,antalaha,-14.9003,50.2788,22.99,90,100,1.28,MG,1729117210
492,zhangjiakou,40.81,114.8794,10.3,86,100,1.15,CN,1729117212
493,daura,11.5538,11.4085,27.93,45,53,2.39,NG,1729117213
494,tuy hoa,13.0833,109.3,24.01,94,100,1.35,VN,1729117214
495,launceston,-41.45,147.1667,13.8,82,75,1.03,AU,1729117215
496,aswan,24.0934,32.907,27.61,32,0,3.09,EG,1729117217
497,bialogard,54.007,15.9875,8.91,64,9,8.0,PL,1729117218
498,wicklow,53.0,-6.4167,9.47,82,100,1.58,IE,1729117219
499,kousseri,12.0769,15.0306,26.68,56,33,1.64,CM,1729117220
500,constitucion,-35.3333,-72.4167,13.42,81,62,3.74,CL,1729116956
501,aiquile,-18.2041,-65.1807,16.68,68,90,1.31,BO,1729117223
502,shagonar,51.5333,92.8,1.8,72,3,0.42,RU,1729117224
503,gidole,5.65,37.3667,14.28,81,96,0.8,ET,1729117226
504,kone,-21.0595,164.8658,27.27,60,0,1.88,NC,1729117228
505,riviere-du-loup,47.8304,-69.5342,6.49,65,86,1.03,CA,1729117229
506,afaahiti,-17.75,-149.2833,23.73,72,39,1.6,PF,1729117230
507,talakan,50.3167,130.3667,-0.74,89,23,1.43,RU,1729117231
508,manda,-10.4667,34.5833,24.33,75,95,7.31,TZ,1729117233
509,bolotnoye,55.6717,84.3981,-1.31,90,25,2.42,RU,1729117234
510,kalaleh,37.3807,55.4916,18.58,65,1,0.33,IR,1729116999
511,duluth,46.7833,-92.1066,16.27,30,0,6.69,US,1729117225
512,mili,6.0815,171.735,27.33,78,100,3.8,MH,1729117238
513,kauhava,63.103,23.0713,6.02,92,79,3.52,FI,1729117239
514,ulladulla,-35.35,150.4667,16.15,62,19,1.02,AU,1729117240
515,shira,54.4911,89.9531,-4.43,92,89,1.39,RU,1729117241
516,hadibu,12.65,54.0333,26.04,81,81,3.56,YE,1729117243
517,progreso,21.2833,-89.6667,27.5,72,93,7.16,MX,1729117244
518,lata,40.1629,-8.3327,12.81,89,75,1.38,PT,1729117245
519,nagqu,31.5,92.0,-1.43,43,93,2.98,CN,1729117246
520,waldmunchen,49.3786,12.7042,8.49,94,99,2.17,DE,1729117248
521,sen monorom,12.45,107.2,19.88,99,97,0.46,KH,1729117249
522,tofol,5.3248,163.0078,25.88,94,100,1.03,FM,1729117250
523,rakops,-21.0167,24.3333,22.13,45,4,7.63,BW,1729117252
524,pundong,-7.9522,110.3486,23.25,83,100,0.8,ID,1729117253
525,naze,28.3667,129.4833,26.51,86,69,4.32,JP,1729117254
526,tuburan,6.6439,122.2736,26.53,77,100,0.93,PH,1729117257
527,north bend,43.4065,-124.2243,16.2,82,0,4.12,US,1729117258
528,xicotepec de juarez,20.3,-97.9667,25.27,69,8,2.66,MX,1729117259
529,necochea,-38.5473,-58.7368,13.31,75,100,6.96,AR,1729117072
530,pangody,65.85,74.4859,0.12,78,100,7.59,RU,1729117262
531,palmer,42.1584,-72.3287,10.75,56,20,3.6,US,1729117100
532,acarau,-2.8856,-40.12,26.24,79,79,6.97,BR,1729117264
533,campbellton,48.0075,-66.6727,4.25,80,54,3.73,CA,1729117265
534,alo,6.5486,4.2686,23.96,93,100,1.21,NG,1729117267
535,port macquarie,-31.4333,152.9167,17.82,86,50,0.45,AU,1729117268
536,kyabe,9.4515,18.9449,22.95,94,41,1.34,TD,1729117269
537,fortaleza,-3.7227,-38.5247,27.07,74,0,4.12,BR,1729117181
538,guangyuan,32.442,105.823,17.59,92,100,0.71,CN,1729117272
539,bodesti,47.0333,26.4167,7.99,71,63,5.05,RO,1729117273
540,sawai madhopur,25.9833,76.3667,24.11,41,31,1.85,IN,1729117274
541,xiva,41.3783,60.3639,6.81,46,7,5.13,UZ,1729117275
542,araguaina,-7.1911,-48.2072,27.41,63,81,0.37,BR,1729116978
543,poronaysk,49.2167,143.1167,4.14,63,15,3.09,RU,1729117278
544,baiao,-2.7906,-49.6717,29.64,54,70,1.03,BR,1729117279
545,sloviansk,48.8667,37.6167,8.86,73,78,3.33,UA,1729117280
546,adam,22.3756,57.5233,25.21,80,89,3.06,OM,1729117282
547,primorsko-akhtarsk,46.0497,38.1747,13.26,56,100,3.18,RU,1729117283
548,gulf shores,30.246,-87.7008,20.24,32,0,5.14,US,1729117027
549,goundam,16.4145,-3.6708,36.05,19,98,3.29,ML,1729117285
550,munuf,30.4658,30.9316,21.23,77,0,1.78,EG,1729117287
551,hithadhoo,-0.6,73.0833,28.62,72,47,7.84,MV,1729117288
552,hermosillo,29.0667,-110.9667,35.56,26,4,1.79,MX,1729116549
553,ofunato,39.0717,141.7167,15.04,79,5,0.8,JP,1729117065
554,jose maria morelos,30.8066,-112.684,30.93,29,13,7.13,MX,1729117292
555,medina,24.4686,39.6142,29.24,15,0,2.57,SA,1729117186
556,shingu,33.7333,135.9833,21.27,91,89,1.75,JP,1729117294
557,amble,55.3333,-1.5833,13.08,100,100,2.06,GB,1729117295
558,karaton,-6.3424,106.1045,20.29,80,95,1.12,ID,1729117007
559,viransehir,37.2353,39.7631,22.27,45,12,1.82,TR,1729117298
560,island harbour,50.724,-1.2758,16.66,72,100,6.28,GB,1729117299
561,geraldton,-28.7667,114.6,17.23,82,100,3.6,AU,1729117302
562,tiznit,29.5833,-9.5,20.62,82,99,1.93,MA,1729117303
563,kholmsk,47.0511,142.0569,8.79,58,99,3.54,RU,1729117304
564,shenjiamen,29.9576,122.298,23.19,89,24,3.98,CN,1729117306
565,grantham,52.9115,-0.6418,17.46,92,75,7.72,GB,1729117307
566,crane,31.3974,-102.3501,22.53,32,0,6.78,US,1729117308
567,anloga,5.7947,0.8973,26.39,81,85,3.57,GH,1729117309
568,valdez,1.2492,-78.9831,25.62,81,42,4.56,EC,1729117310
569,amga,60.8953,131.9608,-16.67,100,87,0.65,RU,1729117312
570,saint croix,17.7397,-64.7388,27.25,86,40,2.57,VI,1729117313
571,happy valley-goose bay,53.3168,-60.3315,1.17,93,75,1.54,CA,1729117314
572,al bawiti,28.3492,28.8659,22.53,53,0,2.38,EG,1729117315
573,margate,51.3813,1.3862,16.6,90,88,6.2,GB,1729117317
574,garden city,42.3256,-83.331,12.3,46,40,4.12,US,1729117318
575,el bolson,-41.9667,-71.5167,12.04,79,96,2.46,AR,1729117319
576,leiyang,26.4024,112.8591,20.8,97,81,1.08,CN,1729117320
577,ardestan,33.3761,52.3694,20.6,30,0,1.72,IR,1729117322
578,gamba,-2.65,10.0,24.53,87,100,2.53,GA,1729117323
579,kudahuvadhoo,2.6708,72.8944,28.23,74,17,6.76,MV,1729117324
580,waddan,29.1614,16.139,22.6,56,0,4.82,LY,1729117325
581,jaru,-10.4389,-62.4664,22.97,95,84,4.82,BR,1729117146
582,egilsstadir,65.2653,-14.3948,1.95,100,40,2.06,IS,1729117328
583,gadzhiyevo,69.2551,33.3362,1.3,92,31,3.31,RU,1729117329
